track_id,track_name,artists,track_genre,popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo
0lNdaHuRYi0YVNPWW0F7X2,Muros E Grades,Engenheiros Do Hawaii,r-n-b,42,0.54,0.889,0.0382,0.0486,0.0,0.0802,0.82,-5.472,147.518
38Qvhp5yjj5uizSxVdcucY,Go,Prateek Kuhad,songwriter,35,0.449,0.261,0.0324,0.626,0.0,0.101,0.218,-11.057,84.138
0gnXIwujywQuC49rsA3db2,今天沒大麻在身,my little airport,cantopop,37,0.501,0.655,0.0936,0.293,0.101,0.107,0.942,-8.164,192.968
7DroPZbnPTJZSZtax3swP8,Pero Yo No Lo Conozco (feat. La Original Banda el Limón de Salvador Lizárraga),Los Baby's;La Original Banda El Limón de Salvador Lizárraga,rock-n-roll,32,0.65,0.818,0.0427,0.427,0.0,0.179,0.949,-1.728,162.96
7N02vK6QmHRiMVa6oy3HUA,Spirit of Grace,Stanton Lanier,new-age,28,0.377,0.19,0.0552,0.989,0.887,0.0965,0.173,-21.428,116.84
4IAzk848l23vRjil53e0nK,Everything's Gonna Be Cool This Christmas,Eels,alt-rock,0,0.393,0.893,0.0605,0.00118,0.000278,0.135,0.756,-6.955,156.326
1Wdj4wRDYS7aT4CoPS0mAH,You Are Enough,Sleeping At Last,ambient,73,0.593,0.5,0.029,0.707,1.24e-05,0.0837,0.465,-8.532,117.996
4SrXpaZtMokUhhFkgzDMpK,Não Vai Voltar,Onze:20,brazil,53,0.641,0.617,0.0307,0.413,0.0,0.112,0.941,-7.411,139.942
5aw0QGRRtJmi7nVvKyRaHJ,The First Noel (Remastered 2014),Traditional;Richard Benson and His Orchestra,sleep,0,0.285,0.316,0.0301,0.688,0.883,0.0708,0.177,-7.842,126.905
0eNfURq0r0oNSwFyw1VuVT,Looking For Somebody (To Love),The 1975,alternative,72,0.522,0.957,0.0687,0.0515,0.0014,0.144,0.917,-4.924,170.91
2wp7OUgPvFipU9fHGjNEcr,El Diablo,Jerry Di,latino,0,0.863,0.768,0.184,0.0851,0.000119,0.105,0.673,-2.227,107.971
5UYOvPQypiNSK23KqOq2JI,Open Eyed,Skindred,industrial,24,0.596,0.979,0.0967,0.00521,0.000116,0.425,0.68,-2.929,129.944
2LkhllqfKQXg7j9FRsytfM,Love Shy (ARNXT016) [Armada Classic],Kristine Blond;James Hype,garage,26,0.775,0.855,0.0873,0.00886,1.24e-05,0.383,0.659,-5.87,124.912
6KnNDix4Owr4vNmsPhLmxD,Feel So Numb,Rob Zombie,industrial,63,0.566,0.889,0.0426,4.3e-05,0.00907,0.292,0.141,-5.22,127.045
3wjQZWJAeEmb7Z3CdsNajq,In A Sentimental Mood,Duke Ellington;John Coltrane,classical,0,0.445,0.278,0.0313,0.914,0.00577,0.101,0.262,-11.882,99.058
3kRGiGpjCFS7CtEBSfHNH0,Soul Bleach,Parkway Drive,metalcore,58,0.555,0.96,0.0844,2.79e-05,0.00391,0.342,0.353,-3.254,126.913
3r0gvoaAkWmLdJO4UUv94v,Desafío,Arca,club,44,0.161,0.483,0.0472,0.486,0.42,0.371,0.0929,-11.21,161.117
45R6DmpsaoqLujIn6qPTPH,Wait,Earshot,industrial,60,0.502,0.934,0.0553,8.38e-06,0.164,0.0921,0.477,-3.899,102.121
5fjpSfY00NRuMw0vGx8HHm,Cautivos del Sistema - En Vivo All Boys,Almafuerte;Beto Zamarbide,heavy-metal,21,0.246,0.981,0.113,0.00429,1.05e-06,0.528,0.193,-5.426,114.487
3ZxYktDahEzqvcRPiRje2l,Minha Fama De Mau,Erasmo Carlos;Rita Lee,j-pop,0,0.564,0.913,0.182,0.505,7.15e-06,0.221,0.962,-3.65,144.967
4SeZpWSgq1c8a0MY3iVy1f,Flashbacks,Zach Hood,songwriter,67,0.55,0.448,0.0314,0.879,0.0,0.0734,0.49,-7.382,99.713
36MZOdQU8d3UFzdiYWgozI,The Alphabet Song,Big Don,kids,8,0.754,0.798,0.153,0.186,0.0,0.0224,0.926,-5.374,92.115
4vworrZL7bZN3Jk4Yh1GJt,Move Your Body (Elevation) [Club Mix],Xpansions,techno,28,0.709,0.76,0.0397,0.000149,0.0183,0.351,0.674,-12.105,121.97
2pGdlCBrS2uulNsI9fdrHs,Pidivaatham - Acoustic Version,Buggimaan,malay,35,0.568,0.414,0.0245,0.764,2.47e-05,0.18,0.427,-6.894,95.918
6YIooRA9rdKuU85wUMU3Mu,Yeshuvinnamme,Kester;Daleema,malay,22,0.488,0.421,0.04,0.661,0.0,0.392,0.526,-9.282,148.135
6qO260PuQGnxCQ4SRrSi6M,Touched by Love,Bernward Koch,opera,50,0.153,0.0555,0.0351,0.978,0.953,0.121,0.0618,-19.488,71.912
65vdMBskhx3akkG9vQlSH1,And I Love Her - Remastered 2009,The Beatles,british,68,0.767,0.331,0.0337,0.64,0.0,0.0681,0.636,-10.777,113.312
3PvhJcV5xv7E1ImIfbRYeM,I Do Coke,Kill The Noise;Feed Me,dubstep,52,0.774,0.895,0.233,0.00224,0.0794,0.804,0.533,-3.846,106.945
7iOm7tuQZeqXqzBZJ14CSM,Where Are You Now,Nazareth,blues,26,0.474,0.508,0.0235,0.316,0.0,0.166,0.358,-6.845,77.31
7k7DnptxRrSXcTdEPd1R4F,Veera Soora,Yuvan Shankar Raja,pop,36,0.552,0.742,0.118,0.219,2.25e-05,0.21,0.537,-7.801,200.029
6KjkgYu4mjsMVYy4aCzyw6,white tee,Lil Peep;Lil Tracy,emo,77,0.798,0.528,0.042,0.293,1e-06,0.0727,0.728,-8.908,149.995
7dlCAK8HdnI6UGHqZkfvJT,Broken Halos,for KING & COUNTRY,world-music,48,0.6,0.566,0.114,0.131,1.07e-05,0.113,0.153,-9.058,120.088
2Huc0pVL2qSVn9YD9ylRcz,"Kunkumamaake (From ""Brahmastra (Malayalam)"")",Pritam;Hesham Abdul Wahab;Sid Sriram,indian,60,0.555,0.588,0.0278,0.814,3.65e-05,0.109,0.374,-8.503,94.052
3pDhN3qB33AOPhQEkUCaWt,Limbo,Daddy Yankee,reggae,75,0.806,0.875,0.088,0.0838,0.00192,0.065,0.917,-3.817,125.063
0B2Rij48hhqlJFFUpr6bPv,Hypocrite,Jok'air,french,37,0.689,0.502,0.0707,0.0533,0.0,0.209,0.198,-7.086,125.11
0qUDIt2DaX3CNf9xWR9xIH,Synth City,Dimension,drum-and-bass,18,0.476,0.961,0.0401,0.000459,0.565,0.745,0.458,-2.919,173.972
2wrthwkXNBuyKWd3chV33u,"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,rock,0,0.726,0.779,0.0251,0.0178,0.00178,0.104,0.841,-7.057,109.133
1z38CbWAVCe8mJ9r4uWTAa,Durante,Jorge Drexler,afrobeat,27,0.608,0.706,0.138,0.00226,0.000728,0.329,0.504,-10.1,177.914
2eh0oh1lxi9ZMaor7ILEtY,Kankickz,Type.Raw,study,8,0.598,0.549,0.107,0.804,0.458,0.135,0.444,-9.953,86.071
1njhygLOG5xCfVwNPktfgW,Lost but Won,Hans Zimmer,german,49,0.328,0.698,0.0539,0.0325,0.645,0.312,0.135,-10.076,160.017
1GqAFWj0HSbX055zDc94Wj,Run Rudolph Run,Chuck Berry,blues,0,0.682,0.776,0.114,0.83,1.1e-05,0.17,0.959,-8.314,151.799
3RYoQuF5Wfw425VwQEiMBo,The Scent of Rain,BigRicePiano,piano,45,0.472,0.143,0.0661,0.896,0.0712,0.0705,0.443,-25.115,115.946
5bqAeJlItYJRpfPJLUhYwE,With Me - Original Mix,DJ Fixx,breakbeat,12,0.621,0.95,0.132,0.00377,0.000957,0.259,0.688,-3.39,160.031
2l2zYplvdjpRDEAmoHKX0t,Just Can't Get Enough - Radio Edit,Charly Lownoise & Mental Theo,happy,20,0.531,0.997,0.0504,0.101,3.39e-05,0.957,0.458,-4.509,138.011
3mRM4NM8iO7UBqrSigCQFH,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,disco,67,0.703,0.826,0.0341,0.0322,0.00629,0.179,0.945,-7.179,103.564
5WA3rl0o0RJwdhsB2T7p1k,Am I Dreaming (feat. Megan Brands),Mike Mago;MAU;Mohka;Megan Brands,groove,52,0.627,0.823,0.0647,0.00768,5.7e-05,0.322,0.247,-5.82,123.904
4YN9siPoiy8fc8pAOdy6xS,Yiveleh,Havoc Brothers,malay,40,0.787,0.672,0.1,0.116,0.0,0.325,0.523,-6.379,97.043
1715OLhgEevHoE6bvfARzg,Amor Infinitus - Single Version,Imperio,trance,30,0.649,0.82,0.0414,0.00169,0.0199,0.133,0.239,-10.769,166.0
3ysUkfcrFwvXweDt0cliH8,Ichu Ichu,Vijay Antony;Sangeetha Rajeshwaran,pop-film,60,0.852,0.791,0.0538,0.228,0.00187,0.139,0.955,-7.028,109.976
3WlPw1UubxqvzMhO739BU8,Bambezela,Hugh Masekela;Gugu Shezi,afrobeat,0,0.767,0.815,0.0397,0.31,0.000122,0.142,0.787,-9.309,111.992
